GeneNames,log2FC,p-value
LOC_Os03g50080.1,-1.898120386,0.000659263
LOC_Os01g45274.2,1,0.000666042
LOC_Os09g30418.1,1.807354922,0.000685755
LOC_Os12g13170.1,1.807354922,0.000685755
LOC_Os04g35700.1,1.807354922,0.000685755
LOC_Os07g30300.1,2.415037499,0.00069044
LOC_Os02g48630.1,2.415037499,0.00069044
LOC_Os03g15290.1,2.415037499,0.00069044
LOC_Os01g68950.1,1.432959407,0.000713739
LOC_Os12g02820.1,1.432959407,0.000713739
LOC_Os04g57300.1,0.594743522,0.000725484
LOC_Os02g55140.1,0.605721061,0.000738724
LOC_Os03g61330.3,-3.247927513,0.000747288
LOC_Os04g36850.1,-3.247927513,0.000747288
LOC_Os07g38060.1,-3.247927513,0.000747288
LOC_Os12g04240.1,1.925999419,0.00074662
LOC_Os06g24730.2,1.925999419,0.00074662
LOC_Os07g32880.1,-1.071553261,0.000773319
LOC_Os02g58410.1,0.935869663,0.000774842
LOC_Os05g48760.1,2.169925001,0.000784537
LOC_Os01g68060.1,2.169925001,0.000784537
LOC_Os06g07120.1,2.169925001,0.000784537
LOC_Os06g21380.1,2.169925001,0.000784537
LOC_Os01g02020.1,2.169925001,0.000784537
LOC_Os11g29190.5,-2,0.000791755
LOC_Os03g03510.1,-1.249978253,0.000801261
LOC_Os02g11780.1,1.473931188,0.000834593
LOC_Os08g14570.1,1.473931188,0.000834593
LOC_Os08g45190.1,1.473931188,0.000834593
LOC_Os01g63950.1,-4,0.000887048
LOC_Os08g23120.1,-4,0.000887048
LOC_Os02g31070.2,-4,0.000887048
LOC_Os08g39140.3,-4,0.000887048
LOC_Os01g09570.1,-4,0.000887048
LOC_Os07g48410.1,-2.874469118,0.000871906
LOC_Os04g31690.1,1.192645078,0.000901643
LOC_Os09g00999.1,0.197939378,0.000883374
LOC_Os10g10180.1,-1.584962501,0.000924858
LOC_Os11g09280.1,0.719892081,0.00093657
LOC_Os09g24700.1,-2.273018494,0.000958081
LOC_Os01g47340.1,0.785875195,0.000963095
LOC_Os11g10420.1,1.039528364,0.000964892
LOC_Os02g50799.1,1.087462841,0.000978648
LOC_Os04g50970.1,1.087462841,0.000978648
LOC_Os02g03280.2,1.087462841,0.000978648
LOC_Os01g72100.1,1.347923303,0.000991282
LOC_Os05g43230.1,1.523561956,0.001003469
LOC_Os06g09679.1,1.523561956,0.001003469
LOC_Os03g08550.1,-2.432959407,0.00100742
LOC_Os08g02330.1,0.538866086,0.001027197
LOC_Os05g41120.1,1.652076697,0.001077553
LOC_Os08g36994.1,1.652076697,0.001077553
LOC_Os03g03900.1,1.206450877,0.001092979
LOC_Os01g27150.2,0.902702799,0.001120573
LOC_Os07g47620.1,1.137503524,0.00115794
LOC_Os08g06480.1,0.537028024,0.001161989
LOC_Os06g51150.2,0.288345494,0.001164868
LOC_Os01g08750.1,1.378511623,0.00114889
LOC_Os05g05740.1,2.700439718,0.001156603
LOC_Os03g24580.1,2.700439718,0.001156603
LOC_Os01g46570.1,2.700439718,0.001156603
LOC_Os02g11820.1,2.700439718,0.001156603
LOC_Os07g43050.3,2.700439718,0.001156603
LOC_Os11g33120.1,2.700439718,0.001156603
LOC_Os05g33100.1,2.700439718,0.001156603
LOC_Os06g13810.3,0.688055994,0.001182435
LOC_Os01g66120.1,0.688055994,0.001182435
LOC_Os05g06440.1,1.041820176,0.001187335
LOC_Os12g34018.1,1.041820176,0.001187335
LOC_Os05g51690.1,-1.959358016,0.001202641
LOC_Os03g49600.1,-1.959358016,0.001202641
LOC_Os07g46340.1,-3.169925001,0.001266896
LOC_Os08g06470.1,-3.169925001,0.001266896
LOC_Os11g14950.1,-3.169925001,0.001266896
LOC_Os02g50760.2,-3.169925001,0.001266896
LOC_Os03g22770.2,2.321928095,0.001274219
LOC_Os03g48940.2,2.321928095,0.001274219
LOC_Os01g69100.1,2.321928095,0.001274219
LOC_Os01g52260.1,2.321928095,0.001274219
LOC_Os01g60230.4,-1.556393349,0.001305534
LOC_Os03g49180.1,1.847996907,0.001321314
LOC_Os09g32450.1,1.847996907,0.001321314
LOC_Os01g67220.2,1.847996907,0.001321314
LOC_Os03g19560.2,1.847996907,0.001321314
LOC_Os11g05860.1,-2.044394119,0.001354293
LOC_Os03g27230.1,-2.044394119,0.001354293
LOC_Os03g53960.2,0.898120386,0.001372012
LOC_Os09g14670.1,0.222392421,0.001383727
LOC_Os02g24354.1,-2.099535674,0.001422863
LOC_Os03g50130.2,1,0.001438285
LOC_Os03g09100.1,0.963474124,0.001446212
LOC_Os06g40640.3,-1.788495895,0.001463776
LOC_Os04g45490.1,-1,0.001471468
LOC_Os01g45750.1,-1.584962501,0.001504561
LOC_Os08g44320.1,-2.222392421,0.001512028
LOC_Os06g40818.1,-2.321928095,0.001594246
LOC_Os03g46770.1,-2.321928095,0.001594246
LOC_Os01g09010.1,-3.906890596,0.00158802
LOC_Os02g12730.1,-3.906890596,0.00158802
LOC_Os07g49310.1,-3.906890596,0.00158802
LOC_Os05g07640.1,-3.906890596,0.00158802
LOC_Os09g32320.1,-3.906890596,0.00158802
LOC_Os04g13180.1,-3.906890596,0.00158802
LOC_Os01g39260.1,0.868755467,0.001612823
LOC_Os07g43360.1,1.157541277,0.001701236
LOC_Os08g14330.1,0.961525852,0.001738806
LOC_Os07g31850.1,1.093109404,0.001750036
LOC_Os03g44620.2,-1.011777168,0.001769546
LOC_Os02g16040.1,1.584962501,0.001789317
LOC_Os02g57220.1,3.459431619,0.001824504
LOC_Os09g26180.1,3.459431619,0.001824504
LOC_Os06g36800.1,3.459431619,0.001824504
LOC_Os02g35160.1,3.459431619,0.001824504
LOC_Os05g19040.1,3.459431619,0.001824504
LOC_Os05g48320.1,3.459431619,0.001824504
LOC_Os07g01250.1,3.459431619,0.001824504
LOC_Os08g44290.1,-1.527247003,0.001836448
LOC_Os01g64960.1,0.295984828,0.001969634
LOC_Os12g08810.1,0.596644306,0.001978863
LOC_Os06g05740.1,1.662965013,0.002011275
LOC_Os03g54160.2,1.662965013,0.002011275
LOC_Os08g40790.4,1.662965013,0.002011275
LOC_Os01g07630.1,1.662965013,0.002011275
LOC_Os03g15020.3,-1.95419631,0.002038674
LOC_Os07g33670.1,1.222392421,0.002082032
LOC_Os07g30100.1,1.099535674,0.002120757
LOC_Os09g32810.2,-3.087462841,0.002145313
LOC_Os09g27450.1,-3.087462841,0.002145313
LOC_Os02g18830.1,-3.087462841,0.002145313
LOC_Os02g01150.2,-1.235628248,0.002154664
LOC_Os04g32340.1,2.584962501,0.002242721
LOC_Os04g21320.1,2.584962501,0.002242721
LOC_Os10g28340.3,2.584962501,0.002242721
LOC_Os06g39040.1,2.584962501,0.002242721
LOC_Os05g48380.1,2.584962501,0.002242721
LOC_Os02g37880.2,2.584962501,0.002242721
LOC_Os09g13570.1,1.765534746,0.002318978
LOC_Os03g42050.1,1.765534746,0.002318978
LOC_Os05g05140.1,1.765534746,0.002318978
LOC_Os12g01570.1,1.765534746,0.002318978
LOC_Os06g36270.1,2.222392421,0.002338979
LOC_Os03g59090.2,2.222392421,0.002338979
LOC_Os04g33080.3,2.222392421,0.002338979
LOC_Os05g38950.2,2.222392421,0.002338979
LOC_Os01g05080.1,-2.169925001,0.002376181
LOC_Os03g21560.1,-1.807354922,0.002402604
LOC_Os01g21320.1,-1.807354922,0.002402604
LOC_Os03g13750.1,2,0.002409106
LOC_Os06g19620.1,1.2410081,0.002435294
LOC_Os08g14440.2,-2.736965594,0.002461214
LOC_Os09g23550.1,-2.736965594,0.002461214
LOC_Os06g05520.1,-2.736965594,0.002461214
LOC_Os12g14930.1,-2.736965594,0.002461214
LOC_Os01g58610.1,-2.459431619,0.002494254
LOC_Os02g51470.3,-2.459431619,0.002494254
LOC_Os03g15780.4,-2.459431619,0.002494254
LOC_Os01g70190.1,-2.263034406,0.002506794
LOC_Os02g39790.1,0.921997488,0.002541578
LOC_Os05g11320.1,1.459431619,0.002621811
LOC_Os05g10770.1,1.047305715,0.002629676
LOC_Os11g11020.1,1.047305715,0.002629676
LOC_Os03g06740.1,0.726981506,0.002636694
LOC_Os08g04450.1,-1.203533394,0.002669932
LOC_Os03g48140.1,0.625604485,0.002707749
LOC_Os08g26870.2,0.736965594,0.002833
LOC_Os05g34650.1,0.736965594,0.002833
LOC_Os01g55510.1,-3.807354922,0.002843536
LOC_Os05g07050.1,0.493814613,0.002931566
LOC_Os01g64170.5,-1.250543462,0.00301739
LOC_Os05g47850.1,-1.250543462,0.00301739
LOC_Os02g57450.1,-1.373458396,0.003011372
LOC_Os01g48300.3,-1.523561956,0.003015154
LOC_Os10g41760.1,1.514573173,0.002952376
LOC_Os05g46460.1,1.514573173,0.002952376
LOC_Os08g40560.1,1.514573173,0.002952376
LOC_Os05g07130.2,-1.906890596,0.003063175
LOC_Os07g24190.3,-1.906890596,0.003063175
LOC_Os05g33390.1,0.656045599,0.002991386
LOC_Os11g14180.1,-1.444784843,0.003085292
LOC_Os01g43120.1,-1.710493383,0.003120386
LOC_Os03g01014.1,0.91753784,0.00313872
LOC_Os01g18800.1,1.169925001,0.003183261
LOC_Os02g35470.1,0.560714954,0.003233388
LOC_Os03g64210.2,0.560714954,0.003233388
LOC_Os07g27490.1,1,0.003241574
LOC_Os09g20350.1,1,0.003241574
LOC_Os10g38900.1,-2,0.003350879
LOC_Os03g20010.2,-2,0.003350879
LOC_Os04g42600.1,-0.911943823,0.003370278
LOC_Os09g38370.1,1.584962501,0.003405763
LOC_Os02g53700.7,1.584962501,0.003405763
LOC_Os02g10180.2,1.584962501,0.003405763
LOC_Os05g40990.1,1.584962501,0.003405763
LOC_Os06g12390.1,1.584962501,0.003405763
LOC_Os10g37480.1,1.584962501,0.003405763
LOC_Os02g12850.1,-1.519374159,0.003575875
LOC_Os04g51280.1,-1.46712601,0.003591764
LOC_Os06g50040.1,3.321928095,0.003554573
LOC_Os04g44890.1,3.321928095,0.003554573
LOC_Os01g20860.1,3.321928095,0.003554573
LOC_Os10g42196.1,3.321928095,0.003554573
LOC_Os05g31020.1,3.321928095,0.003554573
LOC_Os01g04350.1,3.321928095,0.003554573
LOC_Os04g53770.1,3.321928095,0.003554573
LOC_Os10g27340.2,3.321928095,0.003554573
LOC_Os10g11810.2,3.321928095,0.003554573
LOC_Os02g53790.1,3.321928095,0.003554573
LOC_Os01g67720.1,3.321928095,0.003554573
LOC_Os04g40670.1,1.289506617,0.003587661
LOC_Os05g03480.5,1.289506617,0.003587661
LOC_Os03g50860.1,-1.552541023,0.003586896
LOC_Os03g59310.1,-1.424497829,0.003609021
LOC_Os01g49890.1,-3,0.003627122
LOC_Os02g10290.1,-3,0.003627122
LOC_Os02g13840.1,-3,0.003627122
LOC_Os07g49400.3,0.469485283,0.003666366
LOC_Os07g34030.2,-1.765534746,0.003548427
LOC_Os12g06800.1,1.184424571,0.003780784
LOC_Os03g54790.1,1.184424571,0.003780784
LOC_Os03g16700.1,1.184424571,0.003780784
LOC_Os09g26580.1,1.184424571,0.003780784
LOC_Os08g37490.1,-1.130396637,0.0039258
LOC_Os03g17570.5,0.912537159,0.003947947
LOC_Os02g31290.1,0.912537159,0.003947947
LOC_Os02g44630.3,1.678071905,0.004031847
LOC_Os07g08070.1,1.678071905,0.004031847
LOC_Os05g35540.1,1.678071905,0.004031847
LOC_Os05g44922.2,1.678071905,0.004031847
LOC_Os02g55910.1,1.678071905,0.004031847
LOC_Os09g37012.1,1.678071905,0.004031847
LOC_Os04g59450.1,1.678071905,0.004031847
LOC_Os07g09680.1,1.678071905,0.004031847
LOC_Os05g44310.1,1.054447784,0.004030614
LOC_Os01g14050.1,1.054447784,0.004030614
LOC_Os03g31550.2,1.054447784,0.004030614
LOC_Os03g43800.2,1.054447784,0.004030614
LOC_Os09g38030.1,0.584962501,0.004018992
LOC_Os01g43630.1,-2.392317423,0.004023738
LOC_Os05g36290.1,0.788495895,0.004093658
LOC_Os11g45710.4,0.788495895,0.004093658
LOC_Os02g35950.1,-2.662965013,0.004110632
LOC_Os03g60910.1,-2.662965013,0.004110632
LOC_Os02g32120.1,-2.662965013,0.004110632
LOC_Os06g09880.1,-1.830074999,0.004103064
LOC_Os02g28040.1,1.392317423,0.004193663
LOC_Os02g41580.1,1.392317423,0.004193663
LOC_Os01g42430.1,1.392317423,0.004193663
LOC_Os07g43460.1,1.392317423,0.004193663
LOC_Os04g41560.4,1.392317423,0.004193663
LOC_Os09g39400.1,1.392317423,0.004193663
LOC_Os03g49230.1,1.906890596,0.004190827
LOC_Os04g26920.1,1.906890596,0.004190827
LOC_Os06g10770.1,1.906890596,0.004190827
LOC_Os03g59080.1,1.906890596,0.004190827
LOC_Os06g13650.1,0.847996907,0.004336876
LOC_Os03g53140.2,2.115477217,0.004264657
LOC_Os03g59390.1,2.115477217,0.004264657
LOC_Os01g47460.1,2.115477217,0.004264657
LOC_Os10g41200.3,2.115477217,0.004264657
LOC_Os06g15700.1,2.115477217,0.004264657
LOC_Os07g09400.1,2.115477217,0.004264657
LOC_Os03g58160.1,2.459431619,0.004314182
LOC_Os03g48660.1,2.459431619,0.004314182
LOC_Os06g08840.3,2.459431619,0.004314182
LOC_Os01g09640.1,2.459431619,0.004314182
LOC_Os06g12600.1,2.459431619,0.004314182
LOC_Os11g06010.1,2.459431619,0.004314182
LOC_Os02g50210.1,2.459431619,0.004314182
LOC_Os12g12880.1,2.459431619,0.004314182
LOC_Os06g11190.1,2.459431619,0.004314182
LOC_Os03g57690.1,2.459431619,0.004314182
LOC_Os06g06530.1,2.459431619,0.004314182
LOC_Os02g33580.1,2.459431619,0.004314182
LOC_Os02g57650.1,2.459431619,0.004314182
LOC_Os01g40330.1,2.459431619,0.004314182
LOC_Os04g51630.2,0.571906348,0.004400481
LOC_Os04g23180.1,0.571906348,0.004400481
LOC_Os03g56670.2,-0.840933514,0.004466815
LOC_Os05g30800.1,0.63076619,0.004510122
LOC_Os03g03390.1,-1.669851398,0.004526941
LOC_Os03g04440.2,0.761840263,0.004655721
LOC_Os11g11070.1,0.761840263,0.004655721
LOC_Os03g62090.1,-0.974004791,0.004822779
LOC_Os03g59360.1,1.115477217,0.004837043
LOC_Os04g58830.1,1.115477217,0.004837043
LOC_Os03g56800.2,1,0.004854889
LOC_Os03g58590.1,1,0.004854889
LOC_Os03g17710.2,1,0.004854889
LOC_Os04g53310.1,1.440572591,0.004835727
LOC_Os07g32570.2,0.614709844,0.004967362
LOC_Os02g12580.1,0.571156701,0.004965439
LOC_Os02g08120.1,-1.141355849,0.005006106
LOC_Os04g58700.2,-3.700439718,0.005088599
LOC_Os10g21314.1,-3.700439718,0.005088599
LOC_Os06g48200.1,-3.700439718,0.005088599
LOC_Os02g42310.1,-3.700439718,0.005088599
LOC_Os03g38000.2,0.346450414,0.005078634
LOC_Os06g28194.2,-1.94753258,0.005106622
LOC_Os03g06240.2,0.148098639,0.005230986
LOC_Os11g10480.2,0.839535328,0.005332143
LOC_Os05g37500.1,0.671377253,0.005476979
LOC_Os02g49680.1,-1.624490865,0.005742171
LOC_Os06g36700.1,0.510961919,0.005716981
LOC_Os09g35970.1,1.222392421,0.005732883
LOC_Os03g19530.1,1.222392421,0.005732883
LOC_Os03g52794.1,1.222392421,0.005732883
LOC_Os05g01820.1,1.222392421,0.005732883
LOC_Os09g39560.1,1.502500341,0.005715642
LOC_Os01g59340.3,1.502500341,0.005715642
LOC_Os09g26700.1,1.125530882,0.005826702
LOC_Os12g44310.2,0.334419039,0.006041236
LOC_Os01g27940.2,-2.137503524,0.006126773
LOC_Os08g38710.1,-2.906890596,0.006119345
LOC_Os12g13390.2,-2.906890596,0.006119345
LOC_Os07g39470.1,-2.906890596,0.006119345
LOC_Os11g01380.1,-2.906890596,0.006119345
LOC_Os08g04180.1,-1.784271309,0.006110345
LOC_Os02g33450.2,-1.192645078,0.006202931
LOC_Os01g73310.1,0.330148602,0.006341994
LOC_Os05g42350.1,0.395928676,0.006422588
LOC_Os08g31410.7,0.395928676,0.006422588
LOC_Os02g03330.1,-2.321928095,0.006461332
LOC_Os01g65780.4,-2.321928095,0.006461332
LOC_Os08g15230.1,-1.628031223,0.006535895
LOC_Os10g35370.1,-0.959358016,0.006599032
LOC_Os10g35840.1,0.490325627,0.006630959
LOC_Os12g38000.1,0.543142325,0.006670669
LOC_Os09g30466.1,1.321928095,0.006661768
LOC_Os02g54624.1,1.321928095,0.006661768
LOC_Os04g51370.1,1.321928095,0.006661768
LOC_Os04g55230.1,-0.936434871,0.006703614
LOC_Os12g04500.1,-2.502500341,0.006742277
LOC_Os01g69900.1,-2.502500341,0.006742277
LOC_Os03g21540.1,-2.502500341,0.006742277
LOC_Os09g21850.1,-2.502500341,0.006742277
LOC_Os02g39160.1,-0.909802191,0.006768719
LOC_Os03g11010.1,-1.366782331,0.006834437
LOC_Os03g60150.2,0.906890596,0.006951129
LOC_Os06g08480.1,0.906890596,0.006951129
LOC_Os09g24924.1,-2.584962501,0.006828698
LOC_Os03g15870.1,-2.584962501,0.006828698
LOC_Os01g43390.1,-2.584962501,0.006828698
LOC_Os11g32500.1,-2.584962501,0.006828698
LOC_Os09g33470.1,-2.584962501,0.006828698
LOC_Os01g37910.1,0.521952703,0.006967074
LOC_Os03g14980.2,0.422233001,0.006857636
LOC_Os03g31134.1,-1.450661409,0.006977251
LOC_Os03g06230.1,-1.807354922,0.006823129
LOC_Os05g51700.3,-1.337034987,0.006820128
LOC_Os02g49980.1,3.169925001,0.006924186
LOC_Os04g26870.1,3.169925001,0.006924186
LOC_Os04g45480.1,3.169925001,0.006924186
LOC_Os01g54030.1,3.169925001,0.006924186
LOC_Os09g33680.2,3.169925001,0.006924186
LOC_Os04g48750.2,3.169925001,0.006924186
LOC_Os07g07950.1,3.169925001,0.006924186
LOC_Os06g49640.2,3.169925001,0.006924186
LOC_Os02g55060.2,3.169925001,0.006924186
LOC_Os12g37590.1,3.169925001,0.006924186
LOC_Os05g38820.4,3.169925001,0.006924186
LOC_Os02g55950.2,3.169925001,0.006924186
LOC_Os08g42960.1,3.169925001,0.006924186
LOC_Os12g13910.1,3.169925001,0.006924186
LOC_Os06g07100.2,3.169925001,0.006924186
LOC_Os03g12670.3,0.287802311,0.007062127
LOC_Os12g15470.2,0.777607579,0.007154334
LOC_Os02g11830.2,0.777607579,0.007154334
LOC_Os05g32570.1,1.137503524,0.007183077
LOC_Os06g40060.1,1.137503524,0.007183077
LOC_Os04g33940.1,0.94753258,0.007260445
LOC_Os02g57710.1,0.388565288,0.007256595
LOC_Os06g40200.1,1.807354922,0.007242091
LOC_Os01g03690.1,1.807354922,0.007242091
LOC_Os02g39010.3,1.807354922,0.007242091
LOC_Os07g06890.1,1.807354922,0.007242091
LOC_Os03g05730.1,0.415037499,0.007286567
LOC_Os09g07830.1,1.058893689,0.007299706
LOC_Os06g36710.1,1.058893689,0.007299706
LOC_Os11g26910.1,0.61667136,0.007537553
LOC_Os08g06530.1,-1.353636955,0.007998864
LOC_Os03g55930.1,-1.893084796,0.007739453
LOC_Os06g48180.2,-1.893084796,0.007739453
LOC_Os03g22430.1,0.796466606,0.007646243
LOC_Os05g25180.1,0.796466606,0.007646243
LOC_Os03g63480.1,0.556393349,0.008059915
LOC_Os03g64080.1,0.556393349,0.008059915
LOC_Os05g05470.1,0.437405312,0.007776527
LOC_Os04g36760.1,0.518467089,0.007783582
LOC_Os07g46780.2,2,0.007711815
LOC_Os03g54050.2,2,0.007711815
LOC_Os01g22600.1,2,0.007711815
LOC_Os02g46150.1,2,0.007711815
LOC_Os02g49450.1,2,0.007711815
LOC_Os06g13720.1,2,0.007711815
LOC_Os01g56180.1,2,0.007711815
LOC_Os12g04010.1,2,0.007711815
LOC_Os05g28500.1,2,0.007711815
LOC_Os01g74580.2,2,0.007711815
LOC_Os03g63360.1,2,0.007711815
LOC_Os01g03549.1,2,0.007711815
LOC_Os05g37434.1,2,0.007711815
LOC_Os09g38420.2,2,0.007711815
LOC_Os12g37400.1,2,0.007711815
LOC_Os01g42260.1,-1.544320516,0.008082118
LOC_Os03g56460.1,-1.544320516,0.008082118
LOC_Os01g16000.2,1.362570079,0.007854071
LOC_Os02g19860.1,1.362570079,0.007854071
LOC_Os02g56530.1,1.362570079,0.007854071
LOC_Os01g07070.3,1.362570079,0.007854071
LOC_Os07g42420.1,-1.426264755,0.008256052
LOC_Os10g37630.1,2.321928095,0.008220183
LOC_Os10g32710.1,2.321928095,0.008220183
LOC_Os05g34550.1,2.321928095,0.008220183
LOC_Os04g23210.1,2.321928095,0.008220183
LOC_Os06g48250.1,2.321928095,0.008220183
LOC_Os02g56540.1,2.321928095,0.008220183
LOC_Os01g64750.1,2.321928095,0.008220183
LOC_Os01g57370.1,2.321928095,0.008220183
LOC_Os11g43600.1,2.321928095,0.008220183
LOC_Os02g37910.1,2.321928095,0.008220183
LOC_Os02g57240.1,2.321928095,0.008220183
LOC_Os08g32850.1,0.678071905,0.008298413
LOC_Os05g50840.1,0.710493383,0.008213546
LOC_Os01g59510.1,0.569365646,0.008328158
LOC_Os02g47510.1,0.618909833,0.008321426
LOC_Os01g56880.1,0.900464326,0.008570307
LOC_Os02g36570.1,0.465663572,0.008657246
LOC_Os05g05230.1,0.765534746,0.0087585
LOC_Os04g51580.1,0.765534746,0.0087585
LOC_Os04g49890.1,0.765534746,0.0087585
LOC_Os08g06630.1,0.765534746,0.0087585
LOC_Os10g21238.1,-1.938599455,0.008810317
LOC_Os06g28050.1,-1.938599455,0.008810317
LOC_Os03g18020.1,-1.938599455,0.008810317
LOC_Os03g27310.1,-1.055853235,0.008955147
LOC_Os02g08018.1,-3.584962501,0.009090708
LOC_Os07g49410.2,-3.584962501,0.009090708
LOC_Os03g13170.1,-3.584962501,0.009090708
LOC_Os06g09660.1,1.415037499,0.009495325
LOC_Os08g25460.1,1.415037499,0.009495325
LOC_Os01g54620.1,1.415037499,0.009495325
LOC_Os04g31700.1,-2.070389328,0.00951098
LOC_Os06g27800.1,0.784271309,0.009605409
LOC_Os07g44970.1,0.784271309,0.009605409
LOC_Os02g04840.1,-1.509013647,0.009749401
LOC_Os08g01750.3,0.736965594,0.010014401
LOC_Os02g08480.1,0.857980995,0.010075077
LOC_Os02g34810.1,0.313157885,0.010156235
LOC_Os10g30450.1,1.247927513,0.010499087
LOC_Os10g25010.1,1.247927513,0.010499087
LOC_Os02g50960.2,-2.247927513,0.010318154
LOC_Os01g63480.1,-2.247927513,0.010318154
LOC_Os10g10170.2,-2.247927513,0.010318154
LOC_Os06g06410.2,-2.807354922,0.010293827
LOC_Os12g38750.1,-2.807354922,0.010293827
LOC_Os05g37520.1,-2.807354922,0.010293827
LOC_Os02g50330.1,-2.807354922,0.010293827
LOC_Os05g35170.4,0.893084796,0.010764897
LOC_Os02g02530.2,-2.415037499,0.010848261
LOC_Os08g38320.1,-2.415037499,0.010848261
LOC_Os06g44460.1,-2.415037499,0.010848261
LOC_Os03g28330.1,-2.415037499,0.010848261
LOC_Os06g07090.2,1,0.010932654
LOC_Os01g01710.1,1,0.010932654
LOC_Os01g01700.1,1.070389328,0.011113935
LOC_Os04g39020.1,0.26960706,0.011189099
LOC_Os12g42090.1,-1.231325546,0.011181067
LOC_Os05g03550.1,1.584962501,0.011269257
LOC_Os05g41440.1,1.584962501,0.011269257
LOC_Os01g17180.1,0.641546029,0.011373893
LOC_Os04g57880.1,0.514573173,0.011641044
LOC_Os08g25570.1,-1.836501268,0.011656238
LOC_Os06g05350.1,-1.836501268,0.011656238
LOC_Os07g29450.1,0.819427754,0.011790363
LOC_Os09g24260.1,0.819427754,0.011790363
LOC_Os02g06720.1,1.700439718,0.012413292
LOC_Os02g29530.1,1.700439718,0.012413292
LOC_Os10g37830.1,1.700439718,0.012413292
LOC_Os09g35860.1,1.700439718,0.012413292
LOC_Os05g28190.1,1.700439718,0.012413292
LOC_Os04g54410.1,1.700439718,0.012413292
LOC_Os08g41710.1,1.700439718,0.012413292
LOC_Os03g05830.1,1.700439718,0.012413292
LOC_Os06g10620.1,0.365649472,0.01252481
LOC_Os11g38670.1,0.847996907,0.012512507
LOC_Os03g58340.1,0.847996907,0.012512507
LOC_Os01g14370.1,1.280107919,0.012634878
LOC_Os05g43840.1,1.280107919,0.012634878
LOC_Os06g07914.1,1.280107919,0.012634878
LOC_Os03g52730.1,1.280107919,0.012634878
LOC_Os03g41419.1,0.276517635,0.012608164
LOC_Os01g65330.1,0.473931188,0.012624487
LOC_Os03g03610.2,0.646363045,0.012703412
LOC_Os04g32650.1,-1.093109404,0.012743911
LOC_Os03g13970.1,0.423211431,0.012836963
LOC_Os01g67180.1,-1.637429921,0.012887551
LOC_Os03g55720.2,-1.212993723,0.013155394
LOC_Os07g45400.1,0.943416472,0.013282005
LOC_Os02g49870.2,-1.874469118,0.013279996
LOC_Os03g59330.1,-1.874469118,0.013279996
LOC_Os03g17580.1,-1.874469118,0.013279996
LOC_Os02g15640.1,-1.874469118,0.013279996
LOC_Os05g27730.1,-1.874469118,0.013279996
LOC_Os02g42134.2,-1.874469118,0.013279996
LOC_Os08g32630.4,1,0.013494518
LOC_Os06g09570.1,-1.378511623,0.013351977
LOC_Os03g13300.1,3,0.013464114
LOC_Os07g46520.1,3,0.013464114
LOC_Os01g56070.2,3,0.013464114
LOC_Os12g34870.1,3,0.013464114
LOC_Os01g05105.1,3,0.013464114
LOC_Os03g29170.1,3,0.013464114
LOC_Os10g31810.1,3,0.013464114
LOC_Os06g11640.1,3,0.013464114
LOC_Os01g56000.1,3,0.013464114
LOC_Os03g21060.1,3,0.013464114
LOC_Os03g20720.1,3,0.013464114
LOC_Os03g22800.3,3,0.013464114
LOC_Os06g39600.1,3,0.013464114
LOC_Os07g48830.2,3,0.013464114
LOC_Os02g58090.1,1.152003093,0.013685332
LOC_Os08g06100.1,1.152003093,0.013685332
LOC_Os07g31450.1,1.152003093,0.013685332
LOC_Os12g13150.1,1.152003093,0.013685332
LOC_Os07g09060.3,-1.469485283,0.0137293
LOC_Os06g50050.1,1.874469118,0.013806793
LOC_Os03g59700.1,1.874469118,0.013806793
LOC_Os04g41200.1,1.874469118,0.013806793
LOC_Os12g10200.1,1.874469118,0.013806793
LOC_Os12g06520.1,1.874469118,0.013806793
LOC_Os05g08610.2,1.874469118,0.013806793
LOC_Os06g37640.1,1.874469118,0.013806793
LOC_Os09g32100.1,1.874469118,0.013806793
LOC_Os08g15204.1,1.874469118,0.013806793
LOC_Os04g01740.1,1.874469118,0.013806793
LOC_Os02g07120.1,0.695145418,0.013926632
LOC_Os05g40420.1,0.624490865,0.014027972
LOC_Os10g20630.1,0.624490865,0.014027972
LOC_Os08g37790.1,-1.263034406,0.014100993
LOC_Os12g23180.1,-1.263034406,0.014100993
LOC_Os02g49880.1,-1.263034406,0.014100993
LOC_Os03g57220.2,-1.018859027,0.014379326
LOC_Os04g55720.1,0.807354922,0.0144921
LOC_Os06g50000.1,-2,0.014679577
LOC_Os05g48870.1,-1.700439718,0.014870993
LOC_Os08g10020.2,0.30256277,0.014915047
LOC_Os08g45240.4,1.321928095,0.01559511
LOC_Os04g51120.3,1.321928095,0.01559511
LOC_Os02g52140.1,1.321928095,0.01559511
LOC_Os03g60930.1,1.321928095,0.01559511
LOC_Os04g54330.1,1.321928095,0.01559511
LOC_Os03g02170.1,1.321928095,0.01559511
LOC_Os01g60660.1,1.321928095,0.01559511
LOC_Os08g36150.1,1.321928095,0.01559511
LOC_Os04g34620.1,1.321928095,0.01559511
LOC_Os05g27870.1,1.321928095,0.01559511
LOC_Os07g46380.1,1.321928095,0.01559511
LOC_Os09g36930.1,-0.966052668,0.015687339
LOC_Os01g70960.2,0.669851398,0.015710632
LOC_Os05g07860.1,0.669851398,0.015710632
LOC_Os10g27220.1,2.169925001,0.015485234
